"0hr"	"9.5hr"	"11.5hr"	"13.5hr"	"15.5hr"	"18.5hr"	"20.5hr"
"1457"	0.067	-0.008	0.978	0.768	0.688	0.532	0.569
"1458"	0.226	-0.099	0.126	-0.146	-0.199	-0.07	-0.241
"1459"	-0.129	-0.396	0.135	-0.088	-0.208	0.486	0.21
"1460"	0.069	-0.113	-0.115	0.218	0.033	0.097	0.338
"1461"	0.063	-0.185	-0.272	0.046	-0.321	0.33	-0.014
"1462"	-0.241	-1.347	-0.079	0.108	0.021	1.125	0.939
"1463"	0.159	0.011	0.614	0.45	0.376	0.477	-0.184
"1464"	0.042	-0.251	0.447	0.543	0.275	1.297	0.628
"1465"	0.165	-0.035	-0.046	0.173	0.296	0.583	0.156
"1466"	0.088	0.057	0.269	0.329	0.145	0.983	1.706
"1467"	0.032	0.133	-0.89	-0.282	-0.464	-0.028	0.051
"1468"	0.147	0.162	0.351	0.233	0.306	0.063	0.268
"1469"	0.253	0.041	0.028	0.164	0.09	-0.334	-0.276
"1470"	0.153	-0.222	0.026	0.08	-0.195	-1.553	-1.909
"1471"	0.008	-0.187	0.149	0.041	-0.243	0.747	1.266
"1472"	0.188	-0.037	-0.111	-0.226	-0.326	0.011	-0.581
"1473"	0.005	0.156	-0.442	-0.156	-0.428	-1.81	-1.702
"1474"	0.163	0.05	0.016	-0.019	0.007	0.285	0.489
"1475"	0.06	0.037	-0.147	0.053	-0.139	0.13	0.459
"1476"	-0.026	-0.643	0.107	0.771	0.416	1.503	1.317
"1477"	0.064	-0.061	-0.084	0.057	-0.058	-0.228	-0.028
"1478"	0.007	0.116	-0.136	0.18	-0.044	0.505	0.593
"1479"	0.171	0.113	0.333	0.244	0.054	0.429	0.444
"1480"	-0.002	-0.203	0.267	0.295	0.497	1.967	2.117
"1481"	0.022	-0.27	-0.507	-0.486	-0.219	0.177	-0.032
"1482"	0.066	-0.201	-0.088	-0.315	-0.305	-0.22	-0.279
"1483"	0.093	0.046	-0.488	-0.042	-0.233	-0.553	-0.718
"1484"	0.099	0.233	0.241	0.339	0.382	0.754	0.382
"1485"	-0.009	0.042	-0.075	-0.045	-0.092	-0.08	-0.381
"1486"	-0.028	-0.224	-0.047	-0.096	-0.304	-0.757	-1.55
"1487"	0.015	-0.033	-0.322	-0.113	-0.254	-0.75	-0.691
"1488"	0.034	-0.099	0.212	0.188	0.14	-0.197	-0.221
"1489"	-0.044	-0.323	-0.34	0	-0.154	0.42	NA
"1490"	-0.181	NA	-0.411	0.625	0.448	1.592	NA
"1491"	-0.127	-0.274	-0.344	-0.158	-0.137	0.155	-0.3
"1492"	-0.134	-0.081	0.114	0.206	0.548	-0.474	-0.558
"1493"	-0.011	0.062	-0.083	-0.006	0.051	0.032	0.171
"1494"	0.07	0.065	-0.11	0.024	0.192	-0.647	-1.079
"1495"	-0.177	-0.254	-0.507	-0.046	-0.411	0.066	-0.377
"1496"	0.141	-0.013	0.174	0.1	-0.058	-0.065	-0.557
"1497"	0.037	0.041	-0.527	-0.596	-0.851	-0.372	-1.76
"1498"	-0.007	-0.142	-0.46	-0.033	-0.267	-0.235	-0.399
"1499"	0.038	-0.07	-0.239	0.038	0.124	0.947	0.673
"1500"	0.092	0.064	-0.14	0.133	0.186	1.091	2.329
"1501"	-0.09	-0.19	-0.089	0.242	-0.069	0.935	1.005
"1502"	0.044	-0.007	-0.195	0.096	0.064	-0.02	0.218
"1503"	-0.12	-0.05	-0.319	-0.035	-0.144	0.35	0.96
"1504"	0.195	0.19	-0.006	0.358	0.058	-0.124	-0.218
"1505"	-0.214	-0.16	-0.26	-0.099	-0.058	0.383	0.943
"1506"	-0.117	0.23	-0.153	0.007	0.106	-0.107	-0.05
"1507"	0.01	0.001	0.267	0.198	0.241	0.069	0.024
"1508"	0.045	0.063	-0.583	-0.27	-0.394	-0.811	-0.38
"1509"	0.044	0.103	-0.117	0.48	0.373	0.329	0.371
"1510"	-0.077	-0.06	-0.412	-0.067	-0.095	0.529	0.883
"1511"	-0.104	-0.257	-0.403	-0.073	-0.155	0.513	0.614
"1512"	-0.031	0.191	0.182	0.19	0.158	0.631	0.873
"1513"	0.324	0.14	0.207	-0.02	-0.041	-0.344	-0.629
"1514"	0.189	-0.011	-0.124	0.056	-0.033	-0.339	-1.609
"1515"	-0.099	-0.264	0.341	0.201	0.612	0.67	0.378
"1516"	-0.068	-0.228	0.505	0.428	0.356	0.95	0.319
"1517"	0.201	0.028	0.112	0.216	0.195	0.47	0.295
"1518"	0.193	0.04	-0.011	0.213	0.22	-0.256	-0.366
"1519"	0.149	0.143	-0.234	-0.042	-0.168	-0.332	0.054
"1520"	0.273	-0.026	0.258	0.147	0.064	0.697	0.398
"1521"	-0.008	0.07	-0.18	0.118	0.076	-0.293	-0.396
"1522"	0.044	0.062	-0.212	0.013	-0.086	-0.456	-0.37
"1523"	0.268	0.198	0.256	0.416	0.403	0.542	-0.31
"1524"	0.062	0.454	0.345	0.062	0.258	0.303	0.183
"1525"	0.129	0.004	-0.074	-0.435	0.275	-0.441	NA
"1526"	-0.007	-0.152	0.36	0.187	0.198	0.444	0.382
"1527"	-0.091	-0.157	0.132	0.006	0.082	0.471	NA
"1528"	-0.171	-0.287	-0.591	-0.056	-0.108	-0.183	-0.432
"1529"	0.106	-0.026	0.224	0.161	0.058	-0.216	-0.417
"1530"	-0.057	NA	0.307	0.62	0.514	1.284	0.52
"1531"	-0.001	0.081	0.531	0.719	0.863	1.199	-0.643
"1532"	0.077	-0.024	-0.04	0.271	0.297	0.352	0.452
"1533"	0.06	-0.025	-0.211	0.063	0.072	-0.217	-0.275
"1534"	0.103	-0.042	-0.155	-0.28	-0.331	-0.068	-0.785
"1535"	0.09	0.015	0.284	0.06	-0.085	0.041	0.048
"1536"	-0.085	-0.381	-0.766	-0.333	-0.327	-0.155	-0.089
"1537"	0.147	-0.194	-0.303	-0.704	-0.748	-1.733	-3.071
"1538"	-0.02	-0.231	0.292	0.38	0.245	0.578	-0.107
"1539"	-0.06	-0.425	-0.201	-0.003	-0.026	-0.581	-0.27
"1540"	0.116	-0.134	-0.157	-0.554	-0.631	-1.363	-0.817
"1541"	0.247	-0.021	-0.21	-0.229	-0.309	-1.585	-1.127
"1542"	0.149	0.152	0.094	0.324	0.311	0.236	0.373
"1543"	0.195	-0.041	0.362	0.183	0.151	0.64	-0.13
"1544"	0.338	0.315	0.59	0.107	-0.029	-0.74	-1.271
"1545"	0.144	-0.026	-0.035	0.232	0.127	-0.118	-0.743
"1546"	-0.061	-0.386	-0.219	0.261	-0.026	0.746	-0.047
"1547"	0.218	0.287	0.408	0.227	0.329	-0.252	-0.835
"1548"	0.041	-0.183	-0.101	-0.138	0.123	0.549	-0.178
"1549"	0.093	0.026	0.471	0.777	0.738	1	0.303
"1550"	0.253	-0.036	0.033	0.163	-0.202	-0.565	-1.32
"1551"	-0.033	0.1	-0.32	0.043	-0.259	-0.754	-0.505
"1552"	0.112	0.34	-0.141	0.242	0.437	0.691	1.244
"1553"	0.016	-0.256	-0.597	-0.026	-0.029	1.047	1.035
"1554"	0.068	0.314	-0.119	-0.001	-0.008	-0.368	-0.023
"1555"	NA	NA	NA	0.561	NA	NA	NA
"1556"	0.459	NA	NA	0.196	NA	NA	0.954
"1557"	NA	NA	NA	NA	NA	NA	-0.312
"1558"	NA	NA	NA	NA	NA	NA	NA
"1559"	NA	NA	NA	NA	NA	NA	NA
"1560"	NA	0.688	NA	-0.222	NA	NA	NA
"1561"	0.16	-0.004	-0.047	0.162	0.103	-0.146	-0.164
"1562"	0.028	0.073	0.063	0.071	0.029	-0.485	-0.355
"1563"	0.029	0.038	-0.086	0.035	-0.019	-0.357	-0.332
"1564"	0.009	0.013	-0.2	0.629	1.576	1.802	1.906
"1565"	0.004	0.076	-0.141	-0.147	-0.194	-0.331	NA
"1566"	-0.258	-0.179	0.019	0.265	0.471	-0.072	-0.182
"1567"	0.061	0.073	-0.144	0.186	0.601	0.393	0.622
"1568"	-0.166	-0.046	-0.253	-0.194	-0.121	-0.429	0.236
"1569"	-0.004	0.157	-0.099	0.134	0.211	-0.379	-0.99
"1570"	-0.323	-0.001	-0.109	0.079	0.266	-0.433	-0.368
"1571"	-0.115	-0.006	0.088	-0.265	-0.423	-0.508	-0.316
"1572"	0.118	0.189	0.123	0.122	-0.093	-0.665	0.104
"1573"	0.134	0.04	0.065	0.075	0.169	-0.668	-0.555
"1574"	0.04	0.092	0.236	0.394	0.829	1.391	0.864
"1575"	-0.148	-0.357	-0.265	0.062	0.103	0.215	0.612
"1576"	0.052	-0.087	-0.014	0.231	0.166	0.081	0.253
"1577"	-0.196	-0.509	0.169	0.22	-0.13	0.531	0.537
"1578"	-0.118	-0.281	0.049	0.081	-0.086	-0.169	-0.258
"1579"	0.052	0.073	-0.267	0.053	-0.062	-0.541	-0.081
"1580"	0.196	0.059	0.237	0.132	0.073	0.234	0.117
"1581"	0.046	0.106	-0.063	0.023	0.021	-0.82	-0.609
"1582"	-0.004	0.171	0.209	0.514	0.096	0.209	0.586
"1583"	0.225	0.251	0.05	0.126	-0.229	-0.822	0.194
"1584"	0.144	0.132	0.058	0.289	-0.143	-0.849	0.283
"1585"	0.041	0.263	0.351	0.642	0.895	1.202	0.86
"1586"	-0.01	-0.085	-0.277	-0.118	-0.249	-0.261	-0.382
"1587"	-0.368	-0.295	0.33	-0.054	-0.079	0.677	0.383
"1588"	0.177	0.251	0.011	0.11	0.081	-0.337	-0.004
"1589"	0.309	0.152	0.04	0.202	0.186	0.622	0.184
"1590"	0.141	-0.509	-0.45	-0.539	-1.508	0.365	-0.815
"1591"	0.046	-0.688	0.339	0.264	0.037	1.195	0.695
"1592"	0.186	0.216	-0.264	-0.056	-0.446	-1.842	-0.393
"1593"	-0.004	0.194	0.545	0.798	1.047	1.537	1.126
"1594"	-0.164	-0.309	-0.319	0	0.102	0.08	0.346
"1595"	0.125	-0.029	0.016	0.038	0.299	-0.069	-0.185
"1596"	NA	NA	NA	NA	NA	NA	NA
"1597"	NA	NA	NA	NA	NA	NA	NA
"1598"	0.202	0.235	-0.026	0.14	0.058	-0.116	0.128
"1599"	0.349	0.301	0.022	0.191	0.151	-0.12	0.189
"1600"	0.336	0.327	0.109	0.143	0.276	-0.098	0.189
"1601"	0.502	0.432	0.197	0.4	0.175	0.408	0.539
"1602"	0.378	0.32	0.098	0.299	0.207	0.008	0.452
"1603"	0.331	0.237	0.155	0.341	0.049	0.065	0.43
"1604"	-0.087	NA	NA	0.973	NA	NA	NA
"1605"	-1.09	-0.384	-0.564	NA	-2.392	NA	NA
"1606"	-0.729	0.361	-0.26	-0.054	-1.605	-0.135	0.61
"1607"	0.322	0.81	0.47	0.424	-0.807	0.048	0.661
"1608"	0.068	0.726	-0.192	0.086	-0.912	0.062	0.486
"1609"	NA	NA	NA	-1.363	NA	NA	NA
"1610"	NA	NA	NA	NA	NA	NA	NA
"1611"	-0.068	NA	0.126	NA	NA	NA	NA
"1612"	0.649	NA	NA	NA	NA	NA	NA
"1613"	0.293	0.456	-0.473	-0.25	-0.098	-0.537	1.836
"1614"	0.241	0.591	0.14	0.209	-0.179	-0.666	0.335
"1615"	-0.244	0.069	-0.248	0.229	-0.487	-0.24	1.293
"1616"	0.14	0.476	0.13	0.244	-0.096	-0.188	0.318
"1617"	0.08	0.465	0.035	0.016	-0.05	-0.171	0.367
"1618"	0.697	0.89	0.821	0.767	0.419	1.367	1.851
"1619"	0.049	0.735	0.016	0.02	-0.243	-0.053	0.306
"1620"	0.02	0.803	-0.145	-0.089	-0.725	-0.184	0.123
"1621"	0.18	0.81	0.036	-0.002	-0.859	-0.051	0.181
"1622"	-0.056	0.804	-0.177	-0.23	-0.722	-0.013	0.217
"1623"	0.061	0.586	-0.064	-0.009	-0.132	0.057	0.132
"1624"	NA	NA	-0.363	NA	NA	0.87	1.444
"1625"	0.001	0.695	-0.127	0.154	-0.104	0.101	1.341
"1626"	0.214	0.392	-0.001	0.165	0.04	0.087	0.224
"1627"	0.112	0.544	0.01	0.047	0.159	-0.116	-0.112
"1628"	0.075	0.622	0.07	-0.066	0.04	0.255	0.281
"1629"	0.022	0.219	-0.193	-0.521	-0.386	-0.383	0.12
"1630"	-0.928	-0.227	-0.337	-1.029	-0.963	0.179	-0.303
"1631"	-0.143	1.175	-0.038	-0.012	-0.373	0.661	0.845
"1632"	0.237	0.39	-0.263	0.106	0.154	0.883	1.098
"1633"	-0.01	0.469	-0.062	0.078	-0.105	0.791	0.625
"1634"	-0.229	-0.101	-0.285	-0.262	-0.423	0.365	0.587
"1635"	-0.546	-0.132	0.142	-0.128	-1.019	0.951	0.825
"1636"	0.18	0.398	-0.056	-0.456	-0.253	-0.731	-0.819
"1637"	0.152	0.292	-0.153	0.033	0.337	1.063	NA
"1638"	0.111	0.361	-0.148	NA	0.005	0.27	NA
"1639"	0.207	0.341	-0.082	NA	0.105	0.058	NA
"1640"	0.124	0.435	-0.053	NA	0.118	0.016	NA
"1641"	0.148	0.408	0.116	0.727	0.717	2.063	1.822
"1642"	0.354	0.408	-0.3	-0.072	0.251	-0.762	0.071
"1643"	0.093	0.861	0.952	1.012	1.153	-0.18	-0.267
"1644"	0.059	0.879	-0.43	-0.087	-0.633	0.185	NA
"1645"	-0.151	0.36	0.149	0.29	-0.889	1.332	1.374
"1646"	0.318	0.521	0.736	0.638	0.662	1.775	0.977
"1647"	-0.343	0.662	-0.03	-0.064	-0.814	0.091	0.195
"1648"	0.227	0.518	0.273	0.393	-0.017	0.82	0.918
"1649"	-0.044	0.884	-0.195	0.058	-0.557	-0.12	0.339
"1650"	-0.029	0.483	-0.112	-0.13	-0.941	-0.17	0.064
"1651"	0.541	0.5	0.317	-0.362	-1.221	-1.463	-1.497
"1652"	0.385	0.462	0.193	-0.237	-0.38	-1.584	-1.421
"1653"	0.413	0.454	0.016	0.116	0.228	0.108	-0.187
"1654"	0.273	0.719	0.032	-0.019	-0.239	-0.115	-0.119
"1655"	0.004	0.16	0.397	-0.08	-0.498	0.221	0.9
"1656"	-0.045	0.073	0.418	0.125	-0.498	-0.551	0.015
"1657"	0.421	0.153	0.819	0.128	-0.601	-0.28	0.592
"1658"	0.258	0.394	-0.107	-0.037	0.209	0.089	0.352
"1659"	0.412	0.074	0.068	-0.413	-0.574	-1.909	-1.51
"1660"	0.147	0.13	0.18	0.199	-0.19	0.213	-0.043
"1661"	0.415	0.332	0.406	0.462	0.302	-0.144	-0.26
"1662"	0.408	0.426	0.978	0.299	0.997	-0.052	1.177
"1663"	-0.332	0.523	-0.315	-0.045	-0.63	-0.06	0.229
"1664"	0.141	0.396	0.004	-0.126	-0.403	0.736	0.403
"1665"	-0.186	0.307	-0.252	-0.018	-0.23	2.972	2.528
"1666"	0.088	0.193	0.153	0.351	0.28	1.705	1.186
"1667"	0.413	0.229	0.651	1.127	1.146	3.796	3.437
"1668"	0.067	0.712	-0.559	-0.325	-0.328	0.419	1.448
"1669"	0.371	0.07	-0.038	-0.583	-0.963	-1.007	-0.644
"1670"	-0.22	0.919	-0.509	-0.397	-0.485	-0.65	0.149
"1671"	0.181	0.422	0.148	0.248	0.174	-0.025	-1.552
"1672"	0.231	-0.077	0.118	-0.058	-0.952	0.332	0.39
"1673"	0.084	0.635	-0.163	-0.399	-1.008	-0.492	-0.094
"1674"	0.139	0.216	-0.197	0.27	0.371	1.424	NA
"1675"	0.487	0.081	-0.201	-0.127	-0.112	-0.887	-0.455
"1676"	-0.056	0.117	-0.44	-0.018	-0.413	1.156	0.771
"1677"	0.015	0.109	-0.081	0.077	-0.022	1.01	0.992
"1678"	0.087	0.011	0.073	NA	0.731	-0.469	NA
"1679"	0.427	0.211	0.296	NA	-0.296	-1.01	NA
"1680"	0.578	0.161	-0.196	NA	-0.144	-0.508	NA
"1681"	0.129	-0.02	0.426	0.88	-0.402	1.31	2.034
"1682"	0.375	0.171	0.354	0.324	-0.109	0.705	0.812
"1683"	-0.32	0.166	0.54	0.134	0.565	0.937	0.832
"1684"	-0.033	-0.273	0.414	0.123	-0.457	0.005	NA
"1685"	-0.568	-0.327	0.577	0.055	-1.067	0.934	NA
"1686"	0.153	0.06	0.585	0.162	0.118	0.229	NA
"1687"	0.294	0.625	0.175	0.13	-0.192	-0.862	NA
"1688"	0.696	0.468	0.045	-0.146	-0.459	-0.732	NA
"1689"	0.093	0.134	-0.057	0.086	-0.472	-0.252	0.774
"1690"	0.222	0.578	0.23	0.176	-0.176	-0.165	0.097
"1691"	0.378	-0.006	0.208	-0.08	-0.257	-0.267	0.227
"1692"	0.314	0.175	0.079	0.136	-0.037	-0.007	0.684
"1693"	-0.152	0.552	-0.583	-0.487	-0.579	0.164	0.582
"1694"	0.297	0.038	0.308	0.097	-0.359	-0.652	-0.209
"1695"	-0.123	0.333	-0.179	-0.188	-1.256	0.521	3.072
"1696"	0.189	0.201	0.521	0.676	0.215	1.524	1.491
"1697"	0.184	0.345	0.225	0.336	0.292	1.762	2.246
"1698"	0.386	0.246	0.301	-0.564	-0.815	-1.607	0.098
"1699"	0.3	0.24	-0.082	-0.016	-0.488	-0.453	0.243
"1700"	0.321	0.26	0.125	-0.043	-0.356	-0.423	0.299
"1701"	0.502	0.172	0.787	0.417	-0.071	-0.204	0.111
"1702"	0.077	0.004	0.326	0.378	-0.354	0.931	1.044
"1703"	0.495	0.817	0.14	0.385	0.351	0.516	0.308
"1704"	-0.338	0.383	-0.417	-0.348	-0.252	-0.157	0.119
"1705"	0.443	0.325	0.839	-0.058	-0.447	-1.38	-0.972
"1706"	0.217	-0.112	0.115	-0.096	-0.773	0.106	0.446
"1707"	0.098	0.423	-0.005	-0.016	-0.281	0.188	0.185
"1708"	-0.054	0.237	0.023	-0.016	-0.479	-0.587	0.249
"1709"	0.119	0.472	-0.195	-0.128	-0.526	-0.496	0.217
"1710"	0.223	0.554	-0.543	-0.6	-0.985	-0.921	-0.385
"1711"	0.453	0.657	0.649	0.245	-0.112	1.756	2.893
"1712"	-0.036	-0.033	0.57	0.279	-0.24	0.835	1.192
"1713"	0.492	0.307	0.174	-0.23	-0.19	-0.999	-1.406
"1714"	0.139	0.383	0.116	-0.118	-0.2	0.453	0.289
"1715"	-0.113	0.565	-0.239	0.292	0.303	1.932	0.985
"1716"	0.172	0.645	0.363	1.319	1.195	2.172	2.677
"1717"	0.168	0.295	0.609	-0.068	-0.31	-0.032	NA
"1718"	0.291	0.194	0.158	-0.185	-0.232	-1.003	NA
"1719"	0.413	0.356	0.891	0.593	0.623	0.725	NA
"1720"	-0.125	0.404	-0.175	NA	0.701	3.082	2.89
"1721"	0.185	0.05	0.127	0.17	-0.709	0.43	0.442
"1722"	0.265	0.544	0.527	0.432	0.063	-0.356	-0.718
"1723"	0.266	0.391	0.604	0.371	-0.027	0.479	-0.286
"1724"	0.318	0.36	0.116	0.066	-0.346	0.2	0.128
"1725"	0.311	0.133	0.169	0.159	-0.595	0.713	0.53
"1726"	0.063	0.039	0.289	-0.009	-0.82	0.648	0.599
"1727"	-0.341	-0.002	0.243	0.127	-0.771	0.235	0.246
"1728"	-0.177	0.986	0.16	-0.41	-0.769	-1.477	-0.66
"1729"	0.107	0.319	-0.01	0.063	-0.237	-0.41	NA
"1730"	-0.009	0.853	-0.393	-0.173	-0.538	-1.148	NA
"1731"	-0.015	0.186	-0.202	-0.006	-0.245	-0.061	NA
"1732"	-0.055	0.424	-0.069	0.052	-0.381	0.73	0.465
"1733"	0.048	0.641	-0.071	0.08	-0.201	0.222	0.355
"1734"	0.11	0.472	0.111	0.03	-0.383	-0.021	-0.05
"1735"	0.239	0.488	0.411	0.213	0.132	0.336	1.683
"1736"	-0.034	0.231	0.409	0.709	0.484	2.219	1.877
"1737"	0.172	0.385	0.3	0.122	-0.701	0.66	0.511
"1738"	0.279	0.162	-0.276	-0.036	-0.074	-0.05	1.843
"1739"	0.199	0.46	-0.355	-0.255	-0.444	-0.271	0.142
"1740"	0.236	0.44	0.443	0.43	0.206	0.642	0.338
"1741"	0.263	0.724	0.325	0.261	0	-0.049	-0.013
"1742"	0.219	1.08	0.3	-0.62	-0.856	-1.637	-2.099
"1743"	-0.267	1.653	-0.188	-0.031	0.071	0.319	0.675
"1744"	-0.066	0.915	0.169	-0.008	-0.18	-0.922	-0.394
"1745"	0.3	0.15	0.619	0.738	0.476	1.673	1.001
"1746"	-0.016	-0.221	-0.039	-0.031	-0.285	0.674	0.374
"1747"	0.291	-0.061	0.338	0.127	-0.514	0.871	0.903
"1748"	-0.054	-0.343	0.066	0.35	0.122	1.401	0.978
"1749"	-0.065	-0.434	-0.113	-0.143	-0.773	-0.326	-0.245
"1750"	0.099	-0.368	-0.049	-0.923	-1.142	-1.464	-0.881
"1751"	-0.328	-0.345	-0.201	0.154	-0.303	2.377	1.667
"1752"	-0.042	0.331	0.172	0.397	0.308	1.095	0.485
"1753"	0.036	0.57	-0.093	0.013	-0.165	0.789	0.979
"1754"	0.631	0.557	0.815	0.74	0.624	0.498	1.644
"1755"	0.282	0.119	0.289	0.22	-0.138	-0.148	-0.107
"1756"	0.045	-0.04	0.18	0.316	0.076	1.485	0.818
"1757"	-0.167	0.186	0.268	0.106	0.112	-0.06	0.144
"1758"	-0.044	0.323	-0.15	-0.183	-0.331	0.25	0.602
"1759"	-0.187	0.652	-0.254	-0.096	-0.366	-0.166	0.251
"1760"	0.257	0.542	-0.241	NA	-0.562	-0.066	1.865
"1761"	-0.109	0.174	0.047	-0.137	-0.528	0.263	0.514
"1762"	-0.369	0.441	0.155	0.22	-0.356	-0.058	-0.05
"1763"	0.438	0.405	0.441	0.472	0.229	0.696	0.326
"1764"	-0.216	1.302	-0.106	-0.019	-0.311	-0.592	-0.404
"1765"	0.125	0.292	0.379	-0.139	-0.714	0.155	-0.039
"1766"	0.054	0.51	0.15	0.483	0.269	1.518	1.2
"1767"	0.1	0.401	0.473	0.92	0.723	2.719	1.938
"1768"	-0.005	0.489	-0.932	-0.819	-0.873	-0.87	-1.312
"1769"	-0.157	-0.647	0.266	0.162	-0.847	0.636	0.729
"1770"	0.171	0.049	-0.225	-0.638	-0.528	-1.766	-1.71
"1771"	0.185	-0.055	0.245	-0.041	-0.379	0.519	0.014
"1772"	0.515	0.272	0.112	-0.163	-0.316	0.028	0.122
"1773"	0.439	-0.019	0.366	-0.494	-0.673	-0.308	-1.374
"1774"	-0.092	0.475	-0.202	-0.12	-0.525	-0.396	-0.29
"1775"	0.049	-0.013	-0.352	-0.955	-1.104	-1.383	-1.72
"1776"	0.123	-0.177	-0.577	-0.43	-0.981	0.098	0.439
"1777"	0.262	0.185	-0.055	0.044	-0.129	0.174	0.239
"1778"	-0.222	-0.15	-0.267	-0.222	-0.689	0.293	0.293
"1779"	0.167	0.47	0.174	0.202	0.124	0.138	NA
"1780"	0.159	0.58	0.284	0.053	-0.102	0.235	0.181
"1781"	0.117	-0.162	0.371	0.154	-0.683	0.609	0.719
"1782"	0.36	0.054	0.497	-0.401	-0.412	-1.035	-1.254
"1783"	0.066	0.347	-0.007	-0.019	-0.075	-0.274	0.243
"1784"	0.071	0.044	0.411	0.317	0.214	0.694	0.68
"1785"	-0.749	-0.037	1.889	1.698	1.417	3.906	3.685
"1786"	0.257	0.268	0.824	0.871	0.509	1.232	1.336
"1787"	0.193	0.054	0.429	-0.035	-0.545	-0.129	-0.431
"1788"	0.243	0.109	-0.168	-0.246	-0.542	-0.306	0.446
"1789"	0.04	0.826	0.309	0.476	0.49	1.64	1.585
"1790"	-0.045	0.627	0.156	-0.052	-0.151	-0.279	0.168
"1791"	0.183	0.129	0.24	0.186	0.11	-0.553	-0.742
"1792"	0.054	0.165	-0.169	0.009	0.008	0.42	0.35
"1793"	-0.111	0.238	-0.02	-0.298	-0.403	-0.415	-0.147
"1794"	-0.758	0.087	0.558	0.382	0.451	1.758	1.592
"1795"	-0.123	0.406	-0.565	-0.461	-0.685	-0.108	0.546
"1796"	0.102	0.055	-0.618	-0.842	-0.88	-1.449	-1.077
"1797"	0.048	0.617	-0.085	-0.114	0.095	-0.566	0.191
"1798"	0.228	0.365	0.126	0.298	0.441	0.634	0.896
"1799"	0.328	0.135	0.294	-0.071	-0.394	-0.565	-0.081
"1800"	-0.2	0.247	-0.029	-0.089	-0.261	0.155	0.323
"1801"	0.293	-0.376	0.194	0.193	-0.304	0.83	0.273
"1802"	0.024	0.783	0.208	0.314	-0.091	-0.114	-0.062
"1803"	0.208	-0.312	0.074	0.028	-0.379	-0.183	0.026
"1804"	0.208	-0.029	0.167	0.176	-0.665	-0.099	-0.062
"1805"	0.136	0.013	0.17	-0.262	-1.503	0.226	0.594
"1806"	0.341	-0.084	0.31	0.338	0.173	0.628	0.438
"1807"	0.062	-0.049	0.117	0.065	-0.531	-0.591	-0.662
"1808"	-0.118	0.522	0.068	0.152	-0.223	-0.174	0.13
"1809"	-0.031	0.821	0.206	0.175	-0.554	-0.158	0.169
"1810"	0.205	0.113	0.279	0.272	0.094	-0.34	-0.059
"1811"	0.063	-0.392	0.307	0.157	-0.416	-0.469	-0.712
"1812"	0.223	-0.086	-0.09	-0.162	-0.106	0.693	0.585
"1813"	0.531	0.094	0.215	0.138	-0.085	1.21	0.579
"1814"	0.138	0.103	0.338	0.333	0.257	0.392	0.845
"1815"	-0.013	0.086	0.093	0.245	-0.131	0.069	0.756
"1816"	0.036	-0.331	-0.022	-0.062	-0.367	0.481	0.569
"1817"	0.08	-0.547	-0.23	0.117	-0.149	0.726	1.334
"1818"	0.151	0.254	-0.014	0.214	0.112	0.641	0.268
"1819"	0.126	0.621	-0.03	-0.285	-0.273	-0.188	-0.224
"1820"	-0.02	1.186	-0.086	0.11	-0.876	-0.024	NA
"1821"	0.006	0.621	-0.028	0.06	-0.239	-0.09	0.368
"1822"	0.185	1.3	-0.137	-1.486	-1.929	-1.6	-1.535
"1823"	0.185	0.676	0.152	-0.308	-0.671	-1.327	-1.1
"1824"	0.298	0.411	0.098	0.056	0.096	-0.023	0.632
"1825"	0.276	0.485	0.159	0.372	0.154	-0.656	-1.293
"1826"	-0.026	0.739	-0.037	0.028	-0.394	0.542	0.787
"1827"	-0.193	1.132	-0.169	-0.224	-0.353	0.163	0.34
"1828"	0.275	0.264	0.169	0.116	0.06	-0.831	-1.377
"1829"	0.326	0.393	0.21	0.117	-0.168	-0.98	-1.503
"1830"	0.132	0.835	0.053	-0.094	-0.139	-0.224	0.097
"1831"	0.093	1.195	0.017	0.102	0.157	1.87	1.401
"1832"	0.135	0.36	0.298	0.304	0.38	-0.246	-1.292
"1833"	0.15	-0.1	-0.291	-0.463	-0.587	-1.11	-2.004
"1834"	-0.071	1.323	-0.032	0.096	0.065	2.197	3.261
"1835"	-0.024	0.929	-0.154	-0.279	-0.217	0.269	0.071
"1836"	-0.114	1.295	-0.195	-0.009	0.053	-0.275	-0.067
"1837"	0.156	0.989	-0.084	0.26	0.262	0.535	0.024
"1838"	-0.262	1.293	-0.149	-0.169	-0.302	0.07	0.457
"1839"	-0.098	0.666	0.064	-0.003	0.148	0.956	0.727
"1840"	0.016	0.737	-0.098	-0.136	-0.085	-0.081	0.4
"1841"	0.193	0.652	0.067	0.031	-0.23	-0.013	1.057
"1842"	0.211	0.513	0.526	0.547	0.42	0.544	0.603
"1843"	0.207	0.426	-0.744	-0.502	-0.406	-0.364	-0.53
"1844"	0.305	-0.007	-0.137	-0.403	-0.488	0.146	0.232
"1845"	0.437	0.024	-0.644	-0.976	0.002	-1.91	-1.082
"1846"	-0.018	0.526	-0.452	-0.065	-0.272	-0.107	0.097
"1847"	0.365	0.374	0.397	0.431	0.014	1.032	0.874
"1848"	0.33	0.396	0.717	0.769	0.584	0.935	1.116
"1849"	0.12	0.331	-0.395	-0.484	-0.525	-1.107	-1.082
